web-scraper-order,web-scraper-start-url,containers,containers-href,type chaussures,prix,adresse,image -src
"1739299972-149","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063093","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1739299975-150","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063105","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1739299977-151","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065078","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1739299979-152","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065082","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1739299982-153","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065087","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1739299984-154","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2076146","Chaussures /  garçon","8 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2076146_uploaded_image1_1588892627.jpg"
"1739299987-155","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2076365","Mocassins enfant","8 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2076365_uploaded_image1_1588895603.jpg"
"1739299989-156","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1739299991-157","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890","Chaussures enfant Ogiy","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1739299994-158","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561","Chaussures enfants","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1739299996-159","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2132107","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1739299998-160","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300001-161","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792","Claquettes enfants","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2141792_uploaded_image1_1589925335.jpg"
"1739300003-162","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2155033","Chaussures enfants","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1739300006-163","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2159342","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300008-164","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-bebe-2183732","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1739300010-165","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2194875","Chaussures enfants","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1739300013-166","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2215961","Mocassins enfant","3 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2215961_uploaded_image1_1591114475.jpg"
"1739300015-167","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2226808","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300018-168","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2226824","Claquettes enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1739300020-169","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232790","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300023-170","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232803","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300025-171","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232916","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300027-172","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2267587","Chaussures enfant","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181147_uploaded_image1_1739295472.jpg"
"1739300030-173","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-2306870","Bottes de pluie","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2306870_uploaded_image1_1592485025.jpg"
"1739300032-174","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2309224","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300034-175","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-enfants-0-a-12-ans-2309761","","","",""
"1739300037-176","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300039-177","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300042-178","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300044-179","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300046-180","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300049-181","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300051-182","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1739300054-183","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300056-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300058-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300061-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300063-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300068-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300070-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300073-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1739300075-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034","Chaussures enfant Ogiy","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1739300077-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300080-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2374657","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300082-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300085-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384995","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300095-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300097-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300100-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300103-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300106-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300108-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300110-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300113-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300115-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033","","","",""
"1739300117-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420872","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300120-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420883","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300122-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2425191","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300125-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300127-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2428822","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300129-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428826","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300133-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428992","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300135-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1739300138-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300140-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300142-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300145-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527","Chaussures pour filles","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
"1739300148-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300150-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1739300152-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1739300155-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1739300157-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300159-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300162-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627","Chaussures enfant Ogiy","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1739300164-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300166-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300169-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300171-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300174-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472283","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300176-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472298","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300178-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472307","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300181-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476339","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300184-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476350","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1739300186-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2477046","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1739300189-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480204","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300191-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480205","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1739300193-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-2481675","Baskets  Jordan enfants","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1739300196-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484004","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
